339,"20210914",5,67,14,"KL",,"XXX1",,,,,,,,"dienst",,1048577,,C,202109101150,
340,"20210914",6,67,14,"KL",,"XXX1",,,,,,,,"dienst",,1048577,,C,202109101151,
341,"20210914",1,67,0,"KL",,,,,,,,,,"dienst",,131073,,C,202109101146,
342,"20210914",5,67,0,"KL",,,,,,,,,,"dienst",,131072,,B,202109081655,
343,"20210913",2,68,1091,"BL",,"BNT",,,,"NW","NW",,"05d~05e","dienst",,16,,L,202109081656,
344,"20210913",3,68,1136,"BL",,"B1",,,,"BS2",,,"11","dienst",,1,"11",C,202109081655,
345,"20210913",4,68,1136,"BL",,"B1",,,,"BS2",,,"11","dienst",,1,"11",C,202109081655,
346,"20210913",5,68,743,"BL","SE","NwT",,"Aufs",,"PS3","MS3",,"08d","dienst",,2,"08d",S,202109101137,
347,"20210913",5,68,0,"BL","LA",,,,,,,,,"dienst",,131072,,B,202109101222,
348,"20210914",3,68,925,"BL","BI","B",,"Aufs",,"BS1","BS1",,"07b","dienst",,0,"07b",,202109101206,"+"
349,"20210914",4,68,925,"BL","DM","B",,"Aufs",,"BS1","310",,"07b","dienst",,0,"07b",,202109101205,"+"
350,"20210914",6,68,975,"BL",,"B",,,,"BS1",,,"06e","dienst",,1,"06e",C,202109081655,
358,"20210913",2,74,1091,"WE",,"BNT",,,,"BS2",,,"05d~05e","dienst",,1048592,,L,202109101133,"-"
359,"20210913",3,72,1071,"ES",,"M",,,,"316",,,"05d","dienst",,16,,L,202109081658,
360,"20210913",4,72,1071,"ES",,"M",,,,"316",,,"05d","dienst",,16,,L,202109081658,
361,"20210913",5,91,1132,"WL",,"evR",,"evR",,"301",,,"05d","dienst",,16,,L,202109081657,
362,"20210913",5,100,1132,"LI",,"Eth",,"Eth",,"313",,,"05e~05d","krank",,16,,L,202109081658,
363,"20210914",1,70,1061,"WE","WE","D",,"D",,"316",,,"05d","dienst",,65552,,L,202109081658,"-"
364,"20210914",2,70,1061,"WE","WE","D",,"D",,"316",,,"05d","dienst",,65552,,L,202109081658,"-"
365,"20210914",3,70,1096,"SO",,"B",,,,"BS2",,,"05d","dienst",,16,,L,202109081656,"-"
366,"20210914",4,70,1096,"SO",,"B",,,,"BS2",,,"05d","dienst",,16,,L,202109081656,"-"
367,"20210914",5,70,1066,"FG","FG","E",,"E",,"316",,,"05d","dienst",,65552,,L,202109081658,"-"
368,"20210914",7,70,1086,"WE","WE","DID",,"DID",,"316",,,"05d","dienst",,65552,,L,202109081658,"-"
370,"20210913",4,71,1222,"EF",,"Ber",,,,,,,,"dienst",,1,,,202109101050,
371,"20210913",5,71,1207,"EF",,"Ber",,,,,,,,"dienst",,1,,,202109101050,
372,"20210914",5,71,1043,"EF",,"SK",,,,"LSB",,,"06b","dienst",,1,"06b",C,202109101151,
373,"20210914",6,71,1043,"EF",,"SK",,,,"LSB",,,"06b","dienst",,1,"06b",C,202109081656,
374,"20210914",7,71,627,"EF",,"M",,,,"404",,,"10b","dienst",,1,"10b",C,202109081656,
375,"20210913",5,72,815,"ES","SE","Ch",,"Aufs",,"CS1","MS3",,"08a","dienst",,2,"08a",S,202109101137,
376,"20210914",2,72,815,"ES","BF","Ch",,"Aufs",,"CS1","308",,"08a","dienst",,0,"08a",,202109101155,"+"
377,"20210914",3,72,602,"ES","PE","Ch",,"Ph",,"CS1","CS1",,"10d","dienst",,128,"10d",F,202109101215,
378,"20210914",4,72,602,"ES","PE","Ch",,"Ph",,"CS1","CS1",,"10d","dienst",,128,"10d",F,202109101215,
379,"20210914",5,72,710,"ES",,"Ch",,,,"CS1",,,"09b","dienst",,1,"09b",C,202109101152,
380,"20210914",6,72,710,"ES",,"Ch",,,,"CS1",,,"09b","dienst",,1,"09b",C,202109081656,
381,"20210914",3,72,0,"ES",,,,,,,,,,"dienst",,131072,,B,202109081656,
387,"20210913",3,74,1062,"RO","RO","D",,"D",,"313",,,"05e","dienst",,65552,,L,202109081658,"-"
388,"20210913",4,74,1062,"RO","RO","D",,"D",,"313",,,"05e","dienst",,65552,,L,202109081658,"-"
389,"20210913",5,93,1132,"HI",,"KR",,"KR",,"313",,,"05e","dienst",,16,,L,202109081658,
391,"20210913",3,75,897,"EB","TR","L",,"Aufs",,"312","312",,"07d","dienst",,0,"07d",,202109101117,"+"
392,"20210913",4,75,897,"EB","HM","L",,"Ph",,"312","PS3",,"07d","dienst",,128,"07d",F,202109101125,
393,"20210913",5,75,509,"EB",,"Ber",,,,,,,,"dienst",,1,,,202109101050,
394,"20210913",3,76,0,"WS","FR",,,,,,,,,"dienst",,131072,,B,202109101138,
395,"20210914",1,74,1072,"MS","MS","M",,"M",,"313",,,"05e","dienst",,65552,,L,202109081658,"-"
396,"20210914",2,74,1072,"MS","MS","M",,"M",,"313",,,"05e","dienst",,65552,,L,202109081658,"-"
